city_name,state,country,latitude,longitude,weather_date,temperature_max_f,temperature_min_f,precipitation_in,wind_speed_max_mph
Reno,NV,USA,39.5296,-119.8138,2024-10-09,84.2,49.1,0.0,9.4
Reno,NV,USA,39.5296,-119.8138,2024-10-10,81.1,50.9,0.0,7.1
Reno,NV,USA,39.5296,-119.8138,2024-10-11,80.6,47.4,0.0,7.9
Reno,NV,USA,39.5296,-119.8138,2024-10-12,75.0,47.5,0.0,8.5
Reno,NV,USA,39.5296,-119.8138,2024-10-13,71.2,49.6,0.0,6.7
Reno,NV,USA,39.5296,-119.8138,2024-10-14,76.4,50.1,0.0,5.2
Reno,NV,USA,39.5296,-119.8138,2024-10-15,76.4,48.6,0.0,8.9
Reno,NV,USA,39.5296,-119.8138,2024-10-16,57.0,45.4,0.28,6.3
Reno,NV,USA,39.5296,-119.8138,2024-10-17,55.4,37.4,0.165,13.0
Reno,NV,USA,39.5296,-119.8138,2024-10-18,51.2,30.6,0.0,4.8
Reno,NV,USA,39.5296,-119.8138,2024-10-19,58.7,38.6,0.0,5.1
Reno,NV,USA,39.5296,-119.8138,2024-10-20,63.4,43.7,0.0,6.5
Reno,NV,USA,39.5296,-119.8138,2024-10-21,69.2,40.9,0.0,6.8
Reno,NV,USA,39.5296,-119.8138,2024-10-22,71.7,41.8,0.0,6.1
Reno,NV,USA,39.5296,-119.8138,2024-10-23,73.7,41.4,0.0,11.5
Reno,NV,USA,39.5296,-119.8138,2024-10-24,56.3,38.4,0.0,5.2
Reno,NV,USA,39.5296,-119.8138,2024-10-25,67.6,40.1,0.0,5.9
Reno,NV,USA,39.5296,-119.8138,2024-10-26,73.5,42.9,0.0,6.1
Reno,NV,USA,39.5296,-119.8138,2024-10-27,66.4,44.5,0.0,8.5
Reno,NV,USA,39.5296,-119.8138,2024-10-28,53.7,41.0,0.067,9.0
Reno,NV,USA,39.5296,-119.8138,2024-10-29,49.3,32.6,0.0,5.3
Reno,NV,USA,39.5296,-119.8138,2024-10-30,55.1,30.3,0.0,8.0
Reno,NV,USA,39.5296,-119.8138,2024-10-31,53.8,37.4,0.0,11.3
Reno,NV,USA,39.5296,-119.8138,2024-11-01,57.7,31.7,0.028,7.7
Reno,NV,USA,39.5296,-119.8138,2024-11-02,53.2,37.2,0.016,11.4
Reno,NV,USA,39.5296,-119.8138,2024-11-03,50.1,30.7,0.004,11.4
Reno,NV,USA,39.5296,-119.8138,2024-11-04,53.0,32.0,0.0,4.3
Reno,NV,USA,39.5296,-119.8138,2024-11-05,51.9,34.8,0.0,8.2
Reno,NV,USA,39.5296,-119.8138,2024-11-06,43.8,28.0,0.0,11.1
Reno,NV,USA,39.5296,-119.8138,2024-11-07,51.3,31.3,0.0,2.9
Reno,NV,USA,39.5296,-119.8138,2024-11-08,57.4,37.1,0.0,2.8
Reno,NV,USA,39.5296,-119.8138,2024-11-09,61.0,31.8,0.0,6.2
Reno,NV,USA,39.5296,-119.8138,2024-11-10,62.8,36.9,0.0,7.0
Reno,NV,USA,39.5296,-119.8138,2024-11-11,54.1,32.9,0.181,8.4
Reno,NV,USA,39.5296,-119.8138,2024-11-12,47.4,27.8,0.0,4.2
Reno,NV,USA,39.5296,-119.8138,2024-11-13,58.6,30.2,0.008,9.3
Reno,NV,USA,39.5296,-119.8138,2024-11-14,51.2,34.8,0.035,6.1
Reno,NV,USA,39.5296,-119.8138,2024-11-15,40.2,29.8,0.008,8.8
Reno,NV,USA,39.5296,-119.8138,2024-11-16,42.4,27.0,0.0,3.4
Reno,NV,USA,39.5296,-119.8138,2024-11-17,50.3,28.9,0.0,5.3
Reno,NV,USA,39.5296,-119.8138,2024-11-18,43.6,28.8,0.008,9.6
Reno,NV,USA,39.5296,-119.8138,2024-11-19,45.2,24.1,0.0,5.1
Reno,NV,USA,39.5296,-119.8138,2024-11-20,49.5,32.8,0.181,6.2
Reno,NV,USA,39.5296,-119.8138,2024-11-21,55.0,38.1,0.232,4.7
Reno,NV,USA,39.5296,-119.8138,2024-11-22,53.7,37.2,0.272,6.7
Reno,NV,USA,39.5296,-119.8138,2024-11-23,46.9,35.4,0.685,8.4
Reno,NV,USA,39.5296,-119.8138,2024-11-24,47.5,30.0,0.0,4.0
Reno,NV,USA,39.5296,-119.8138,2024-11-25,41.9,27.6,0.047,3.8
Reno,NV,USA,39.5296,-119.8138,2024-11-26,44.9,27.6,0.173,9.7
Reno,NV,USA,39.5296,-119.8138,2024-11-27,39.7,24.4,0.0,5.0
Reno,NV,USA,39.5296,-119.8138,2024-11-28,39.7,24.6,0.0,2.8
Reno,NV,USA,39.5296,-119.8138,2024-11-29,40.3,21.9,0.0,2.5
Reno,NV,USA,39.5296,-119.8138,2024-11-30,40.6,22.6,0.0,2.8
Reno,NV,USA,39.5296,-119.8138,2024-12-01,40.6,24.6,0.0,2.3
Reno,NV,USA,39.5296,-119.8138,2024-12-02,43.9,27.6,0.0,2.6
Reno,NV,USA,39.5296,-119.8138,2024-12-03,44.7,28.0,0.0,3.0
Reno,NV,USA,39.5296,-119.8138,2024-12-04,45.5,28.5,0.0,2.6
Reno,NV,USA,39.5296,-119.8138,2024-12-05,44.5,29.8,0.0,2.6
Reno,NV,USA,39.5296,-119.8138,2024-12-06,46.3,27.5,0.0,2.9
Reno,NV,USA,39.5296,-119.8138,2024-12-07,45.5,29.8,0.0,3.1
Reno,NV,USA,39.5296,-119.8138,2024-12-08,45.7,27.9,0.0,3.0
Reno,NV,USA,39.5296,-119.8138,2024-12-09,40.8,25.0,0.0,5.2
Reno,NV,USA,39.5296,-119.8138,2024-12-10,38.9,19.6,0.0,2.1
Reno,NV,USA,39.5296,-119.8138,2024-12-11,48.0,24.8,0.0,5.3
Reno,NV,USA,39.5296,-119.8138,2024-12-12,40.9,30.3,0.079,7.2
Reno,NV,USA,39.5296,-119.8138,2024-12-13,39.8,25.8,0.043,3.8
Reno,NV,USA,39.5296,-119.8138,2024-12-14,39.3,31.3,0.555,11.1
Reno,NV,USA,39.5296,-119.8138,2024-12-15,33.9,19.1,0.0,3.0
Reno,NV,USA,39.5296,-119.8138,2024-12-16,43.1,30.2,0.185,3.1
Reno,NV,USA,39.5296,-119.8138,2024-12-17,47.8,29.2,0.0,3.7
Reno,NV,USA,39.5296,-119.8138,2024-12-18,45.5,28.6,0.0,3.2
Reno,NV,USA,39.5296,-119.8138,2024-12-19,45.1,28.1,0.0,2.3
Reno,NV,USA,39.5296,-119.8138,2024-12-20,47.3,30.6,0.0,3.3
Reno,NV,USA,39.5296,-119.8138,2024-12-21,51.2,31.6,0.012,6.4
Reno,NV,USA,39.5296,-119.8138,2024-12-22,53.5,38.8,0.043,3.6
Reno,NV,USA,39.5296,-119.8138,2024-12-23,52.8,35.2,0.0,4.1
Reno,NV,USA,39.5296,-119.8138,2024-12-24,44.6,29.5,0.11,7.3
Reno,NV,USA,39.5296,-119.8138,2024-12-25,41.8,27.6,0.0,5.1
Reno,NV,USA,39.5296,-119.8138,2024-12-26,47.9,36.1,0.059,6.2
Reno,NV,USA,39.5296,-119.8138,2024-12-27,52.3,38.0,0.154,10.5
Reno,NV,USA,39.5296,-119.8138,2024-12-28,53.6,37.0,0.012,4.8
Reno,NV,USA,39.5296,-119.8138,2024-12-29,46.1,33.6,0.657,5.9
Reno,NV,USA,39.5296,-119.8138,2024-12-30,42.6,27.4,0.0,5.0
Reno,NV,USA,39.5296,-119.8138,2024-12-31,38.8,25.3,0.0,5.4
